Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Depth,Magnitude,Sigma
1967,10,29,12,22,17,-6.7866,24.9752,21.08,5.26,1.00
1968,1,9,4,53,20,-9.3417,28.9998,29.85,5.47,1.00
1968,3,9,6,44,20,-11.6863,23.6365,24.40,5.25,1.00
1968,3,11,16,16,6,-4.7461,25.4735,12.73,5.01,1.00
1968,3,23,3,59,52,-2.7330,23.6903,18.91,5.11,1.00
1968,5,17,10,57,52,-6.7359,28.0335,11.31,5.13,1.00
1968,6,9,13,36,9,-17.5267,27.3389,29.92,5.62,1.00
1968,6,12,15,58,23,-11.1786,22.1067,4.54,5.31,1.00
1968,6,14,7,26,2,-17.1349,20.7873,11.09,5.02,1.00
1968,6,15,7,16,28,-17.1863,27.3066,45.97,5.50,1.00
1968,7,31,8,20,54,-15.2037,25.7486,12.50,5.02,1.00
1968,8,23,6,51,32,-19.2882,22.7408,8.96,5.23,1.00
1968,8,26,15,22,35,-4.0763,24.9270,37.26,6.38,1.00
1968,11,12,4,53,31,-9.7310,23.9289,14.99,5.12,1.00
1968,11,23,11,18,51,-16.9954,28.9472,16.01,5.36,1.00
1968,12,17,5,38,8,-1.7026,22.8853,24.30,5.82,1.00
1969,2,9,2,5,52,-2.6254,22.8502,11.60,5.56,1.00
1969,2,18,21,24,4,-5.2207,26.3042,38.02,6.67,1.00
1969,2,20,16,10,9,-6.8990,25.8377,26.55,5.16,1.00
1969,2,23,11,2,25,-2.6016,25.4710,48.26,5.97,1.00
1969,4,13,22,41,5,-12.2462,24.3699,28.65,5.39,1.00
1969,4,18,22,43,9,-14.8905,29.5431,38.80,5.08,1.00
1969,6,16,7,11,17,-12.8426,27.9522,27.05,5.08,1.00
1969,6,22,16,28,48,-16.8779,24.2604,15.22,5.22,1.00
1969,7,27,18,28,3,-13.8001,23.2324,17.49,5.04,1.00
1969,8,16,20,37,12,-10.7129,24.7429,43.75,5.36,1.00
1969,8,20,11,42,57,-19.1119,20.6272,20.30,5.15,1.00
1969,10,5,11,17,4,-14.6354,25.1104,8.10,5.40,1.00
1969,10,19,13,1,11,-19.1096,26.7535,32.60,5.79,1.00
1969,11,1,16,36,3,-0.2164,23.5399,47.04,5.03,1.00
1969,11,9,15,1,1,-11.4280,24.6014,9.37,5.06,1.00
1969,11,21,15,16,43,-19.6270,22.9505,7.68,5.03,1.00
1969,12,1,2,58,30,-8.0688,24.5329,41.21,5.37,1.00
1970,1,4,9,26,31,-8.2995,27.6718,42.71,5.30,1.00
1970,1,6,8,18,38,-4.2033,23.1096,1.66,4.34,1.00
1970,1,6,21,34,26,-13.1305,27.9045,19.51,4.18,1.00
1970,1,6,22,48,57,-7.4044,23.4198,34.98,4.97,1.00
1970,1,8,23,6,48,-7.3372,27.9458,30.93,4.19,1.00
1970,1,16,8,38,24,-19.6647,27.3205,0.98,4.18,1.00
1970,1,22,12,5,19,-13.0431,27.5303,3.59,4.40,1.00
1970,1,23,15,29,15,-13.7690,23.6693,17.57,4.51,1.00
1970,1,26,21,15,6,-19.5653,27.7972,49.75,5.75,1.00
1970,1,26,21,54,25,-10.5594,25.8702,5.24,4.20,1.00
1970,1,28,7,7,35,-18.1535,27.4749,2.18,4.45,1.00
1970,1,31,5,34,57,-12.1829,27.2896,49.99,4.13,1.00
1970,1,31,16,27,32,-2.9353,25.2379,11.30,4.05,1.00
1970,2,3,11,56,3,-16.0276,23.7101,22.58,4.45,1.00
1970,2,3,22,2,26,-14.8505,22.9961,32.45,4.18,1.00
1970,2,5,1,30,50,-4.9212,21.7635,4.64,4.15,1.00
1970,2,7,13,34,25,-9.6055,20.3669,3.57,4.15,1.00
1970,2,8,1,43,59,-9.0489,24.0921,5.12,4.26,1.00
1970,2,8,11,18,58,-7.6830,26.2680,48.10,6.76,1.00
1970,2,9,5,45,7,-14.0432,24.6499,37.57,4.38,1.00
1970,2,11,6,10,10,-11.6804,26.4892,10.35,4.09,1.00
1970,2,15,16,52,15,-7.6865,22.6805,25.09,5.40,1.00
1970,2,16,5,12,11,-18.6677,22.7235,2.24,4.01,1.00
1970,2,16,15,55,49,-12.8862,23.5664,19.27,4.32,1.00
1970,2,18,18,12,44,-6.0968,24.8611,3.81,4.56,1.00
1970,2,18,21,56,59,-18.8726,20.5526,34.99,4.12,1.00
1970,2,19,10,54,1,-6.5347,23.3545,3.24,4.10,1.00
1970,2,24,20,22,26,-14.5031,21.5955,41.28,4.53,1.00
1970,2,25,5,13,4,-14.5982,26.4354,43.11,4.16,1.00
1970,3,1,20,46,38,-4.2499,21.2426,12.09,4.07,1.00
1970,3,2,9,23,19,-18.4175,21.4262,46.93,4.17,1.00
1970,3,6,16,34,51,-13.3917,24.3807,19.19,4.66,1.00
1970,3,12,10,43,53,-17.5344,25.2049,2.06,4.12,1.00
1970,3,12,21,2,32,-12.0028,23.4864,21.45,4.27,1.00
1970,3,13,10,55,39,-17.0048,25.9096,25.97,4.95,1.00
1970,3,14,2,6,54,-9.6205,26.9544,41.85,4.16,1.00
1970,3,18,21,33,44,-1.7879,21.2347,3.49,4.13,1.00
1970,3,21,5,54,47,-19.6294,20.8023,9.61,4.13,1.00
1970,3,25,22,35,21,-8.0574,22.0579,43.77,4.25,1.00
1970,3,27,19,34,48,-2.9149,20.6696,26.62,4.22,1.00
1970,4,1,19,45,19,-19.3216,22.8009,5.53,5.20,1.00
1970,4,1,21,1,32,-8.7149,20.2590,11.46,4.02,1.00
1970,4,5,9,46,30,-17.9331,27.1162,38.86,4.70,1.00
1970,4,6,0,49,45,-14.6542,23.6205,24.36,4.79,1.00
1970,4,7,9,37,8,-12.6090,26.5250,45.49,4.13,1.00
1970,4,10,7,24,30,-6.5759,28.1433,43.87,4.96,1.00
1970,4,12,22,47,46,-9.5032,26.0243,33.01,4.13,1.00
1970,4,13,3,41,6,-4.0372,21.0289,0.43,4.92,1.00
1970,4,14,21,56,4,-7.8149,28.0963,31.65,4.11,1.00
1970,4,15,8,11,5,-15.2097,29.3088,1.10,4.07,1.00
1970,4,19,8,24,33,-8.1745,27.0425,2.03,4.16,1.00
1970,4,21,6,23,26,-5.7120,27.6469,21.65,4.22,1.00
1970,4,22,19,59,55,-4.3094,20.7003,12.01,4.28,1.00
1970,4,25,16,7,35,-9.2454,23.7754,22.18,4.21,1.00
1970,4,25,23,9,44,-16.6510,21.8477,26.79,4.32,1.00
1970,4,28,22,33,23,-11.5730,22.3091,25.43,4.55,1.00
1970,4,30,18,28,58,-3.6216,21.4483,22.06,5.37,1.00
1970,4,30,19,27,14,-8.6248,21.4960,1.70,4.19,1.00
1970,5,2,17,25,29,-13.1067,20.3564,35.31,4.03,1.00
1970,5,2,19,48,57,-1.1598,24.3580,49.60,4.76,1.00
1970,5,3,0,28,52,-5.5105,27.5643,35.34,4.95,1.00
1970,5,4,5,32,26,-18.8852,25.4529,6.51,4.02,1.00
1970,5,4,11,15,11,-7.7023,21.7831,19.07,5.83,1.00
1970,5,4,13,32,38,-2.0484,25.9660,45.00,4.51,1.00
1970,5,6,22,37,22,-17.1505,23.3958,38.97,4.28,1.00
1970,5,9,11,50,46,-18.3545,24.0794,15.18,4.43,1.00
1970,5,15,6,2,9,-4.3395,21.4752,16.57,4.68,1.00
1970,5,16,14,43,30,-10.6413,20.7267,27.37,4.42,1.00
1970,5,16,23,0,27,-17.2723,29.1173,22.45,4.82,1.00
1970,5,19,1,23,11,-5.3202,24.7860,31.85,4.65,1.00
1970,5,19,23,24,7,-19.0775,22.4909,3.60,4.61,1.00
1970,5,21,22,54,29,-13.6407,21.3689,15.57,4.90,1.00
1970,5,26,20,29,45,-12.4501,22.5660,41.70,5.51,1.00
1970,5,27,19,45,1,-3.7484,24.2061,14.60,4.47,1.00
1970,5,30,22,6,22,-19.8264,29.5097,2.40,4.05,1.00
1970,6,1,3,43,6,-17.8993,26.0921,12.40,4.51,1.00
1970,6,2,18,37,38,-6.6585,24.6188,35.62,4.47,1.00
1970,6,6,7,34,4,-11.6245,26.5687,2.25,4.01,1.00
1970,6,10,20,35,19,-6.1258,24.5235,38.85,4.00,1.00
1970,6,14,15,15,50,-3.7626,26.8095,48.72,4.59,1.00
1970,6,18,17,29,8,-14.9046,22.3564,26.59,4.22,1.00
1970,6,26,0,22,17,-10.2065,25.6629,27.32,4.42,1.00
1970,6,26,6,16,16,-10.9805,23.1087,12.95,4.11,1.00
1970,7,3,7,59,25,-12.7997,20.4624,25.68,4.37,1.00
1970,7,3,20,47,42,-5.3934,26.0161,1.68,4.10,1.00
1970,7,5,18,6,0,-9.3549,26.9594,39.37,4.08,1.00
1970,7,17,15,13,3,-4.5256,23.9639,44.07,4.48,1.00
1970,7,18,8,17,11,-4.0787,26.7874,6.30,4.04,1.00
1970,7,18,18,32,35,-4.2173,22.0542,24.61,4.18,1.00
1970,7,19,21,8,31,-19.4417,26.7677,45.83,4.92,1.00
1970,7,24,17,58,0,-17.5627,27.5986,49.92,4.04,1.00
1970,7,24,18,11,24,-0.0464,21.3229,33.35,4.25,1.00
1970,7,25,0,59,25,-11.9425,25.6820,26.81,4.43,1.00
1970,7,26,18,4,19,-9.1368,24.2314,49.41,4.39,1.00
1970,7,28,0,11,26,-7.7692,20.6950,41.08,4.23,1.00
1970,7,28,10,44,17,-9.2881,21.8661,47.60,4.20,1.00
1970,7,31,18,47,15,-1.9785,25.3572,47.30,4.20,1.00
1970,8,3,7,11,35,-11.7748,22.8221,32.42,4.06,1.00
1970,8,4,23,36,53,-7.0556,23.1465,38.17,4.49,1.00
1970,8,5,14,13,18,-16.6086,27.1717,48.79,4.44,1.00
1970,8,6,20,19,0,-12.4627,27.2800,46.59,4.42,1.00
1970,8,8,11,56,32,-18.1972,26.0442,12.54,4.39,1.00
1970,8,8,17,58,57,-5.8951,26.9230,25.64,4.68,1.00
1970,8,9,2,5,39,-2.0021,25.5178,48.75,4.87,1.00
1970,8,10,8,46,28,-17.9438,20.8741,28.58,5.45,1.00
1970,8,15,16,25,34,-10.8091,20.8845,26.04,4.05,1.00
1970,8,18,20,51,57,-8.0811,22.2961,12.99,4.24,1.00
1970,8,20,21,8,36,-12.1245,22.9009,1.72,4.30,1.00
1970,8,21,19,54,20,-18.2699,24.8347,37.60,4.15,1.00
1970,8,24,23,57,38,-10.9114,28.7951,40.54,4.64,1.00
1970,8,25,16,24,41,-11.2094,20.9654,18.77,4.12,1.00
1970,8,27,18,56,39,-15.7238,25.3741,9.86,5.35,1.00
1970,8,30,21,9,2,-8.1084,21.5265,26.09,5.31,1.00
1970,9,5,20,41,32,-9.7259,27.1065,15.34,4.32,1.00
1970,9,6,4,54,39,-13.7042,21.4975,30.99,4.13,1.00
1970,9,6,11,33,8,-18.7112,27.5116,34.96,5.12,1.00
1970,9,6,14,45,0,-3.4584,24.4343,24.85,4.08,1.00
1970,9,7,7,12,37,-15.5192,28.5614,4.42,4.13,1.00
1970,9,12,16,40,49,-6.8654,20.9657,35.75,4.66,1.00
1970,9,13,3,59,41,-6.2026,25.3691,42.23,4.01,1.00
1970,9,13,16,23,49,-12.8457,22.3016,29.15,5.07,1.00
1970,9,13,16,57,11,-8.1394,20.2566,2.63,4.16,1.00
1970,9,17,2,39,14,-17.5582,22.2134,40.08,4.84,1.00
1970,9,20,16,49,40,-14.9260,21.3610,2.83,4.59,1.00
1970,9,26,9,35,7,-12.1495,27.4404,31.39,4.05,1.00
1970,9,26,22,53,43,-10.9060,23.5915,4.76,4.40,1.00
1970,9,27,13,47,7,-7.7694,22.5424,5.02,4.24,1.00
1970,9,30,22,26,30,-18.2818,25.9938,36.19,4.11,1.00
1970,10,1,3,35,46,-5.3316,20.9195,10.89,4.34,1.00
1970,10,7,22,4,22,-18.6364,25.8722,18.96,4.09,1.00
1970,10,10,6,36,40,-17.5194,28.3317,33.34,4.39,1.00
1970,10,10,13,56,53,-11.3493,25.1515,17.76,4.14,1.00
1970,10,15,6,52,35,-3.7929,26.2544,18.12,5.13,1.00
1970,10,15,12,40,38,-16.4123,21.9177,45.48,4.89,1.00
1970,10,16,7,17,9,-8.1624,20.0733,5.94,4.80,1.00
1970,10,19,17,15,32,-17.2151,22.9444,7.20,4.76,1.00
1970,10,19,17,55,5,-15.8170,28.7083,37.01,4.03,1.00
1970,10,20,12,34,32,-3.1932,25.1184,28.52,4.10,1.00
1970,10,20,18,49,9,-7.6465,20.7779,1.16,4.54,1.00
1970,10,27,12,44,23,-1.2775,24.7308,35.62,4.03,1.00
1970,11,3,19,35,32,-3.9976,24.7099,17.61,4.24,1.00
1970,11,9,9,14,38,-5.0589,27.2297,22.66,4.21,1.00
1970,11,11,19,29,1,-13.1522,28.2362,30.33,4.56,1.00
1970,11,12,2,50,27,-3.4868,21.2542,11.17,4.52,1.00
1970,11,14,5,21,55,-7.6481,22.3734,40.58,5.72,1.00
1970,11,18,23,51,1,-6.4205,20.5571,2.11,4.86,1.00
1970,11,20,17,23,3,-13.7739,21.5851,14.85,4.30,1.00
1970,11,20,18,15,43,-11.3900,23.9371,33.14,4.41,1.00
1970,11,24,8,32,24,-9.5164,24.1634,1.03,4.14,1.00
1970,11,25,19,43,7,-3.1026,24.4946,29.62,4.65,1.00
1970,11,27,16,27,9,-19.0731,20.0973,3.49,4.47,1.00
1970,12,6,4,56,48,-8.6804,22.1823,12.68,5.15,1.00
1970,12,6,18,18,42,-14.7886,23.0633,34.61,4.18,1.00
1970,12,7,17,42,54,-13.4919,26.5265,45.71,4.19,1.00
1970,12,14,14,36,14,-0.6129,23.9812,39.26,4.10,1.00
1970,12,22,6,8,35,-12.5521,22.1792,40.25,5.87,1.00
1970,12,31,16,12,47,-6.0086,21.3943,36.10,4.07,1.00
1970,12,31,16,54,29,-6.3527,24.7715,2.20,4.28,1.00
1971,1,1,19,25,39,-12.7279,24.1060,48.57,4.33,1.00
1971,1,2,18,24,9,-4.8452,21.8965,32.37,4.64,1.00
1971,1,4,10,45,33,-9.4851,21.2495,46.04,4.24,1.00
1971,1,5,3,41,37,-19.7476,27.6773,24.68,4.47,1.00
1971,1,6,14,53,44,-10.9701,28.0066,20.52,4.86,1.00
1971,1,9,2,58,42,-17.8312,25.1277,5.11,4.29,1.00
1971,1,9,10,27,59,-16.0664,23.0796,46.86,4.12,1.00
1971,1,10,19,21,44,-14.6971,25.7631,2.09,4.53,1.00
1971,1,11,1,37,33,-13.9097,24.3438,36.47,4.50,1.00
1971,1,11,12,18,17,-9.5896,20.1218,18.46,4.47,1.00
1971,1,12,7,51,17,-19.5944,23.7243,27.46,4.11,1.00
1971,1,12,15,28,54,-8.0199,28.1655,20.44,5.30,1.00
1971,1,15,18,11,18,-11.4804,21.4850,29.11,4.02,1.00
1971,1,20,14,30,17,-1.8182,21.4018,41.05,4.27,1.00
1971,1,21,6,5,37,-16.4336,25.7303,30.82,4.55,1.00
1971,2,2,13,47,58,-1.1036,25.5368,3.09,4.27,1.00
1971,2,3,4,30,3,-11.2054,29.3826,27.80,4.28,1.00
1971,2,4,7,6,15,-7.3535,25.7186,5.89,5.81,1.00
1971,2,6,16,25,21,-9.0388,20.1525,47.04,4.54,1.00
1971,2,7,9,26,11,-7.0318,26.5304,22.80,4.76,1.00
1971,2,10,17,56,7,-13.8488,27.4043,12.67,4.07,1.00
1971,2,14,3,32,44,-17.6961,27.9085,15.69,4.20,1.00
1971,2,16,7,0,49,-8.5859,27.6244,24.12,4.51,1.00
1971,2,16,14,52,39,-15.8775,22.7275,41.61,4.14,1.00
1971,2,17,18,20,57,-4.4485,23.4420,10.52,4.35,1.00
1971,2,21,13,58,31,-19.0663,24.9371,49.74,4.19,1.00
1971,2,27,18,59,7,-19.5008,23.0032,45.55,4.05,1.00
1971,2,27,23,5,7,-2.5712,25.1308,9.25,5.01,1.00
1971,2,28,18,34,20,-8.3871,21.6459,42.14,4.20,1.00
1971,3,1,2,46,53,-6.4846,23.9464,0.68,4.06,1.00
1971,3,4,23,46,12,-1.7258,25.5963,18.56,4.16,1.00
1971,3,5,11,49,53,-1.8228,22.9552,34.16,4.11,1.00
1971,3,16,0,22,45,-2.2679,25.2323,18.82,4.47,1.00
1971,3,21,17,34,4,-6.2601,25.6699,7.02,4.50,1.00
1971,3,22,9,3,25,-15.1455,26.8624,45.89,4.42,1.00
1971,3,26,1,13,51,-6.9770,23.3334,33.86,4.06,1.00
1971,3,26,5,30,16,-6.2387,23.7023,10.64,4.47,1.00
1971,3,26,15,49,42,-10.2620,27.6856,6.11,4.64,1.00
1971,3,28,15,56,44,-19.5990,29.3637,3.20,4.09,1.00
1971,3,31,0,37,48,-9.5504,26.1179,12.83,4.80,1.00
1971,3,31,13,10,53,-13.3388,22.5889,4.12,4.00,1.00
1971,4,2,12,10,22,-12.0902,20.4235,11.17,4.18,1.00
1971,4,4,5,46,46,-7.9552,22.1927,23.74,4.47,1.00
1971,4,6,1,42,11,-9.9553,26.9750,23.37,4.92,1.00
1971,4,7,14,20,8,-13.6750,24.1355,23.59,4.37,1.00
1971,4,10,2,35,24,-14.3423,24.2714,45.98,4.25,1.00
1971,4,13,13,16,12,-14.1578,25.5577,26.24,4.25,1.00
1971,4,21,3,44,54,-6.9192,22.1813,40.68,5.08,1.00
1971,4,21,9,25,10,-5.0677,21.9814,35.58,4.19,1.00
1971,4,26,5,38,29,-15.8566,22.7744,17.06,5.13,1.00
1971,4,28,11,12,39,-9.4224,28.3582,0.09,4.11,1.00
1971,4,29,15,50,49,-11.8939,22.0783,35.75,4.02,1.00
1971,4,30,1,20,30,-8.6388,20.5405,13.07,4.23,1.00
1971,5,3,9,15,50,-12.2739,26.4603,24.22,4.18,1.00
1971,5,3,15,28,41,-7.5355,21.6320,41.01,4.03,1.00
1971,5,5,11,48,13,-18.2342,20.0387,44.72,4.94,1.00
1971,5,5,15,15,15,-8.7767,20.6759,48.87,4.37,1.00
1971,5,6,22,37,19,-14.4345,29.6806,47.38,4.33,1.00
1971,5,8,9,41,2,-10.7423,21.5689,21.64,4.37,1.00
1971,5,10,8,56,59,-18.7786,25.7790,47.32,4.33,1.00
1971,5,11,0,49,14,-13.4542,22.8606,7.77,4.01,1.00
1971,5,17,7,40,4,-17.3811,23.4755,25.82,5.19,1.00
1971,5,19,8,53,31,-4.0674,21.8199,36.42,4.22,1.00
1971,5,19,11,16,2,-19.1242,21.1926,10.01,4.94,1.00
1971,5,19,15,7,7,-16.4679,28.2826,29.64,4.24,1.00
1971,5,26,17,25,7,-6.0237,22.3602,11.52,5.40,1.00
1971,5,29,4,51,57,-10.9602,28.5653,13.31,4.63,1.00
1971,5,30,7,49,5,-14.2638,28.3642,23.44,4.02,1.00
1971,5,31,5,55,31,-9.7899,25.4200,4.67,4.86,1.00
1971,6,1,19,50,48,-9.3496,28.5614,0.95,4.07,1.00
1971,6,5,5,2,53,-13.0196,24.0410,26.20,4.14,1.00
1971,6,6,0,54,0,-7.4807,27.8117,19.84,4.15,1.00
1971,6,8,8,41,8,-7.6155,21.9091,0.19,4.02,1.00
1971,6,18,0,46,40,-6.0445,26.9351,10.78,5.10,1.00
1971,6,18,17,53,16,-16.1001,26.3773,2.60,5.01,1.00
1971,6,20,6,11,53,-11.8033,25.5916,48.37,4.64,1.00
1971,6,20,23,36,25,-19.5705,25.8490,24.65,4.77,1.00
1971,6,21,7,12,34,-7.0948,28.1643,42.85,4.03,1.00
1971,6,26,2,52,53,-8.1883,26.7986,25.52,4.44,1.00
1971,6,26,22,15,27,-19.2920,28.6840,2.02,4.07,1.00
1971,6,29,1,30,26,-17.6923,27.6789,1.27,4.28,1.00
1971,7,8,13,31,33,-17.6379,23.1561,25.95,4.08,1.00
1971,7,12,9,9,57,-7.5623,27.0398,19.23,4.24,1.00
1971,7,17,17,44,39,-1.4444,21.1776,13.96,4.12,1.00
1971,7,24,17,19,17,-1.5613,25.4904,39.86,4.07,1.00
1971,7,26,23,48,59,-2.3303,22.8706,6.26,4.61,1.00
1971,7,31,10,16,44,-18.0689,27.7198,32.31,4.06,1.00
1971,8,5,3,8,33,-9.4038,23.9393,40.27,4.64,1.00
1971,8,6,5,55,27,-16.3955,29.5522,16.65,4.14,1.00
1971,8,7,1,2,1,-6.3919,21.4418,33.41,4.35,1.00
1971,8,7,15,57,14,-6.7490,25.4370,42.91,5.08,1.00
1971,8,7,22,39,14,-18.5476,24.3280,11.71,4.22,1.00
1971,8,15,18,31,4,-2.8740,25.0621,48.86,4.70,1.00
1971,8,19,5,29,42,-3.0171,23.6782,18.46,4.42,1.00
1971,8,20,12,53,9,-15.9832,28.8540,35.54,4.56,1.00
1971,8,23,4,9,10,-16.7585,26.9033,38.06,5.26,1.00
1971,8,27,3,31,3,-11.5983,27.7704,24.58,4.69,1.00
1971,8,27,7,27,50,-17.2217,26.3608,24.52,4.41,1.00
1971,8,28,0,35,37,-9.4776,21.6958,11.41,4.05,1.00
1971,8,31,22,43,59,-4.6044,26.3579,30.72,4.42,1.00
1971,9,3,0,58,3,-7.6788,21.1151,9.93,4.10,1.00
1971,9,6,7,24,50,-14.3229,29.1533,0.86,4.06,1.00
1971,9,7,13,18,3,-19.2651,28.2124,21.87,4.12,1.00
1971,9,15,2,48,59,-5.8170,26.9788,14.12,4.10,1.00
1971,9,17,7,38,21,-1.5833,20.6347,41.58,4.00,1.00
1971,9,19,16,23,25,-2.6301,21.0704,15.29,4.38,1.00
1971,9,21,10,56,46,-4.4799,26.5979,27.34,4.31,1.00
1971,9,22,16,3,36,-1.6822,24.7028,32.78,4.10,1.00
1971,9,27,4,23,42,-11.3598,27.9249,30.77,4.12,1.00
1971,9,29,7,53,5,-17.5400,29.2808,22.79,4.19,1.00
1971,9,29,15,1,29,-10.1760,28.2968,32.80,5.29,1.00
1971,9,30,18,15,3,-9.9173,25.6641,49.85,4.79,1.00
1971,10,1,12,37,6,-12.7335,25.3400,15.89,4.18,1.00
1971,10,1,21,29,57,-8.0375,20.1945,27.86,4.25,1.00
1971,10,2,3,34,43,-17.8846,20.8651,45.61,4.09,1.00
1971,10,2,6,11,45,-7.5490,20.9229,35.33,4.29,1.00
1971,10,3,11,0,38,-3.7540,25.2794,30.88,4.07,1.00
1971,10,5,17,43,58,-15.2612,26.0388,42.13,5.56,1.00
1971,10,8,4,11,18,-12.0271,23.6007,37.17,5.07,1.00
1971,10,9,15,12,13,-0.1668,20.5942,48.03,4.08,1.00
1971,10,13,4,58,29,-12.8132,20.2626,32.30,4.46,1.00
1971,10,14,16,44,10,-15.6763,27.7345,36.51,4.02,1.00
1971,10,16,23,56,0,-14.7902,23.1969,42.92,5.03,1.00
1971,10,21,3,13,33,-10.5133,21.3216,4.84,4.53,1.00
1971,10,21,17,3,3,-17.1536,28.1370,17.43,4.30,1.00
1971,10,22,3,7,7,-19.1077,22.5108,29.08,4.20,1.00
1971,10,22,9,40,7,-2.1087,20.0928,27.10,4.49,1.00
1971,10,22,20,49,13,-11.0958,29.0014,8.24,4.09,1.00
1971,10,24,9,36,3,-16.6617,20.2441,37.70,5.06,1.00
1971,10,25,10,46,22,-19.1796,27.7952,33.72,4.22,1.00
1971,10,26,23,53,30,-17.4057,22.7038,26.69,4.52,1.00
1971,11,1,9,56,22,-9.0146,23.3395,2.78,4.50,1.00
1971,11,2,17,33,23,-0.1355,23.1733,28.15,4.37,1.00
1971,11,4,9,8,33,-19.8570,20.1080,12.90,4.86,1.00
1971,11,4,22,23,5,-6.7559,20.9794,35.41,4.95,1.00
1971,11,9,9,4,13,-10.2822,25.9013,14.07,4.44,1.00
1971,11,9,16,46,20,-3.9261,25.1398,23.41,4.07,1.00
1971,11,10,18,25,50,-17.4298,20.8187,42.54,4.20,1.00
1971,11,11,16,14,14,-11.6964,27.0720,21.72,4.51,1.00
1971,11,12,4,2,14,-0.1763,24.0155,17.68,4.57,1.00
1971,11,15,5,0,38,-11.2729,22.6985,13.00,4.29,1.00
1971,11,17,5,35,43,-10.9929,25.9933,18.73,4.77,1.00
1971,11,18,11,51,9,-4.3907,22.8226,49.49,4.08,1.00
1971,11,18,16,8,44,-11.7149,27.9398,30.46,4.20,1.00
1971,11,18,21,24,33,-5.4948,24.1824,35.17,4.15,1.00
1971,11,20,20,5,18,-12.6389,27.3628,10.87,4.06,1.00
1971,11,23,12,32,47,-9.6543,26.0578,40.10,4.01,1.00
1971,12,2,6,3,18,-1.7272,25.8469,24.09,4.09,1.00
1971,12,6,1,27,48,-7.2984,25.6991,44.51,4.22,1.00
1971,12,6,5,59,37,-18.1351,20.4931,27.25,4.72,1.00
1971,12,14,14,5,50,-16.0205,26.8477,36.20,4.59,1.00
1971,12,16,7,1,56,-15.1963,25.8318,21.10,4.05,1.00
1971,12,20,9,8,38,-2.1732,25.6199,26.06,4.03,1.00
1971,12,21,16,35,42,-15.6959,24.8673,5.94,4.26,1.00
1971,12,25,17,17,34,-13.6545,28.2260,23.03,4.43,1.00
1971,12,27,5,39,12,-19.8657,23.4169,40.16,4.27,1.00
1971,12,27,23,50,11,-10.3169,29.5481,16.02,4.06,1.00
1971,12,28,14,27,29,-8.2715,27.3056,11.18,4.19,1.00
1971,12,28,16,35,3,-9.2852,29.4598,46.10,4.73,1.00
1971,12,31,3,28,51,-0.9988,25.0822,32.08,4.40,1.00
1971,12,31,10,12,0,-18.7951,24.6698,49.45,5.17,1.00
1971,12,31,11,43,23,-13.2591,26.9805,9.99,4.34,1.00
1972,1,1,3,0,4,-2.6229,20.0829,4.86,4.05,1.00
1972,1,1,17,38,22,-8.5899,22.8555,8.78,4.96,1.00
1972,1,3,0,50,23,-15.1132,29.6965,48.71,5.08,1.00
1972,1,11,13,57,17,-7.0366,23.5696,10.03,4.23,1.00
1972,1,13,4,51,37,-18.3502,25.0695,49.17,4.51,1.00
1972,1,13,8,6,48,-4.9449,25.5874,37.72,4.09,1.00
1972,1,17,0,20,32,-13.0557,20.8531,45.50,4.07,1.00
1972,1,17,1,48,0,-9.7712,29.0092,34.59,4.22,1.00
1972,1,21,15,34,11,-13.4897,23.5955,16.64,4.80,1.00
1972,1,24,6,15,41,-8.4147,27.8842,40.87,4.40,1.00
1972,1,24,12,17,17,-6.3453,27.7438,48.47,4.21,1.00
1972,1,25,2,26,42,-10.2165,22.5978,37.99,4.04,1.00
1972,1,25,18,48,13,-5.2024,27.2807,45.13,4.68,1.00
1972,1,25,21,18,26,-4.8642,24.8421,42.91,5.12,1.00
1972,1,26,7,41,12,-6.3161,23.7014,31.19,4.61,1.00
1972,1,27,6,59,53,-13.2986,21.4112,3.36,4.34,1.00
1972,1,28,22,29,7,-3.8581,25.7434,45.60,4.06,1.00
1972,2,2,21,31,19,-11.8098,22.0976,48.24,4.16,1.00
1972,2,5,11,34,52,-7.5143,22.1476,39.87,4.36,1.00
1972,2,6,9,58,31,-0.2248,24.4106,2.78,4.50,1.00
1972,2,7,0,42,26,-15.4461,21.8725,22.43,4.18,1.00
1972,2,8,23,59,52,-13.8154,21.1629,43.46,4.13,1.00
1972,2,18,5,18,26,-14.4477,22.8053,11.06,4.40,1.00
1972,2,19,5,1,39,-12.8787,27.4146,23.90,4.18,1.00
1972,2,22,7,6,19,-11.8151,28.9632,43.89,4.08,1.00
1972,2,26,5,45,21,-8.8472,20.2002,40.02,5.48,1.00
1972,2,27,9,10,23,-18.1883,25.1463,32.15,4.96,1.00
1972,2,29,14,32,8,-18.0151,29.6264,28.22,4.35,1.00
1972,3,5,21,0,2,-18.7849,26.8292,8.12,4.07,1.00
1972,3,7,9,51,39,-16.7640,24.0502,12.01,4.45,1.00
1972,3,7,15,27,49,-9.4234,29.0943,43.20,4.40,1.00
1972,3,9,22,58,26,-19.9679,22.7364,49.20,5.05,1.00
1972,3,10,21,51,21,-1.3215,20.0849,16.55,4.15,1.00
1972,3,13,15,1,37,-16.5652,22.2541,23.20,4.63,1.00
